date,daily_return,portfolio_value,rolling_vol_30d,rolling_vol_90d
2021-11-08,0.007793562630687794,5245423.515163495,0.1607978243484864,
2021-11-09,-0.002583968689694995,5231869.505036123,0.16036438281152235,
2021-11-10,0.001744797411097908,5240998.0574037125,0.15994177270374124,
2021-11-11,-0.0022116001297516306,5229407.065419931,0.15966833080749357,
2021-11-12,0.013962833846662973,5302424.407390956,0.16399437053176927,
2021-11-15,0.003593154491326678,5321476.837465292,0.16352040335581713,
2021-11-16,-0.010323254273779234,5266541.878960111,0.16621840233831423,
2021-11-17,-0.0076508653966859946,5226248.2759381775,0.16652452343876054,
2021-11-18,0.00034998166383604134,5228077.367005412,0.16440204631172545,
2021-11-22,-0.02582293446028111,5093073.067803952,0.17925784219917995,
2021-11-23,0.0006226877610038134,5096244.4620691715,0.17862251993722952,
2021-11-24,-0.012347804420051286,5033317.032174773,0.17541885350911,
2021-11-25,0.026865024437306963,5168537.217244861,0.19374188011003843,
2021-11-26,-0.026403938171718568,5032067.480122501,0.20670034006563395,
2021-11-29,0.004704713484904765,5055741.915853184,0.2022794008534453,
2021-11-30,-0.00424739559056434,5034268.179932757,0.19559140655489493,
2021-12-01,0.011136414570604342,5090331.877444089,0.19497895422109482,
2021-12-02,0.013174850704956038,5157396.239968094,0.20052707736843275,
2021-12-03,-0.01635569782811719,5073043.425487308,0.20388129571089578,
2021-12-06,-0.016016082525072972,4991793.143331424,0.20376756636982127,
2021-12-07,0.011072812080090096,5047066.330750215,0.20687524945928637,
2021-12-08,0.018933580775371273,5142625.36880213,0.21385777511477708,
2021-12-09,0.009346399955747271,5190690.402321527,0.21337118952543446,
2021-12-10,-0.0005107375580550577,5188039.321780825,0.21338113797966118,
2021-12-13,-0.011475459361735421,5128504.1873766435,0.20382959011244936,
2021-12-14,-0.008913328227470294,5082792.146238599,0.20035534525674706,
2021-12-15,-0.007113296979219255,5046636.736218762,0.19793632340828693,
2021-12-16,0.00816142194596536,5087824.4680310525,0.19926071716064947,
2021-12-17,-0.01098828549121132,5031918.000247156,0.20026078096245598,
2021-12-20,-0.024800128966128654,4907125.784894043,0.21002051569611563,
2021-12-21,0.00963939548382993,4954427.511023535,0.21082564732203776,
2021-12-22,0.009463262180087566,5001312.557512591,0.21332050986733456,
2021-12-23,0.008028648217919702,5041466.336664724,0.2149005809076684,
2021-12-24,0.001263683044003719,5047837.152191283,0.21499503652270574,
2021-12-27,0.00197890102476549,5057826.322304604,0.21046254377340762,
2021-12-28,0.010356759988087464,5110209.015586143,0.21278158466620856,
2021-12-29,-0.0036587886042654793,5091511.841074502,0.21118622535419793,
2021-12-30,-0.003962894349737097,5071334.717567888,0.21045228705669605,
2021-12-31,0.005705474297990944,5100269.087455481,0.21130318888641292,
2022-01-03,0.014634812904551367,5174910.571313258,0.20189359452429853,
2022-01-04,0.009823063851728406,5225744.048282253,0.20365194079173882,
2022-01-05,0.0019453639126523455,5235910.022170539,0.19973797844178173,
2022-01-06,-0.016136102640644388,5151422.840635616,0.19076590836814042,
2022-01-07,0.0038888384813490513,5171455.892011981,0.173840080569676,
2022-01-10,0.010227206972018598,5224345.441766253,0.17559916481695556,
2022-01-11,0.0030853803303789043,5240464.534431384,0.17492415110561207,
2022-01-12,0.010106172866423506,5293425.574916709,0.17445058450342976,
2022-01-13,-0.00017586611988498844,5292494.640699948,0.17084991816053485,
2022-01-14,0.006525561650759945,5327031.140764153,0.1634572476866271,
2022-01-17,3.923654123364666e-05,5327240.15504116,0.154743303893193,
2022-01-18,-0.007468059219218806,5287456.0100883115,0.1548525657365335,
2022-01-19,-0.008694427224197892,5241484.6086074505,0.14855126932407253,
2022-01-20,-0.013853614809964127,5168871.099807447,0.15196499983161435,0.17221028544546826
2022-01-21,-0.0036368242918314903,5150072.823830321,0.15230885014866682,0.17233055657966706
2022-01-24,-0.029706623755224537,4997081.5481407875,0.17193740531842946,0.1793975577910046
2022-01-25,-0.0002597199143852644,4995783.706548928,0.17021307051685294,0.17634010896266633
2022-01-27,-0.012722260284637294,4932226.045908462,0.17285696867439765,0.1775568783106068
2022-01-28,0.0008522213130643814,4936429.394065637,0.1708854413135928,0.17754333348575624
2022-01-31,0.020047538987497063,5035392.654802195,0.17854532345468754,0.180017161760521
2022-02-01,0.01164471637747448,5094028.374116584,0.16514820358278515,0.18108618828139605
2022-02-02,0.012362267461515886,5157002.115333963,0.1665258860984933,0.1799594730381848
2022-02-03,-0.011537783656374154,5097501.740611776,0.1687870803049314,0.1807781847235241
2022-02-04,-0.0010549066232202315,5092124.352263728,0.16740269813874958,0.18062196440240974
2022-02-07,-0.018738812827542983,4996703.987132085,0.17629477911576374,0.1831339922552941
2022-02-08,0.005211793709551887,5022745.777540713,0.17690259573378872,0.18320034155353665
2022-02-09,0.012490651067421029,5085483.142448336,0.17811016420040252,0.18432073961948617
2022-02-10,0.010670463235860978,5139747.603356422,0.18044905975718326,0.18512419761088925
2022-02-11,-0.007835685332476637,5099474.15844817,0.1816038543347867,0.18514369057976282
2022-02-14,-0.02434963485393605,4975303.824742874,0.19420896129393647,0.18883354638813254
2022-02-15,0.02963450155783796,5122744.473687934,0.20885071242137473,0.19508870459844696
2022-02-16,-0.0018799886308745943,5113113.772318525,0.20668706737829767,0.19495422576718652
2022-02-17,0.001103736831870465,5118757.304314577,0.2066098261574135,0.19340211321847436
2022-02-18,-0.004310158084270232,5096694.6511379685,0.2017029955237916,0.1933905017312271
2022-02-21,-0.0012175026443984605,5090489.411922516,0.20132898149231285,0.19332231695149527
2022-02-22,-0.005556618930784857,5062203.502089268,0.19924282278275307,0.19197694228723913
2022-02-23,-0.001847486432335841,5052851.149801435,0.19888207312392403,0.19016080801668397
2022-02-24,-0.04559903972612592,4822445.9894914385,0.23395220156170057,0.20305116726422695
2022-02-25,0.01800661861358688,4909281.935208833,0.24166437295884186,0.20567415457043395
2022-02-28,0.009038210040718364,4953653.056488356,0.24257781842566595,0.2060732028459167
2022-03-02,-0.007228632006266037,4917844.921456286,0.24288171584217877,0.20475834110146127
2022-03-03,0.0022970107154723757,4929141.263937902,0.2428116784007537,0.2044252932163788
2022-03-04,-0.002926876594538134,4914714.27574131,0.24204998857905718,0.203739975059851
2022-03-07,-0.018668863106087053,4822962.147721964,0.24448399775645785,0.20499439698444352
2022-03-08,0.006555014198222247,4854576.733077769,0.24574131880727876,0.20540178156854205
2022-03-09,0.03241341894416282,5011930.162523605,0.25046032619924824,0.2089687155965994
2022-03-10,0.013238964233124064,5078282.92668417,0.25327550363102475,0.20857592363495076
2022-03-11,0.004464703892945792,5100955.956236417,0.2502590786670521,0.20781000976778938
2022-03-14,0.022398293394841007,5215208.664338362,0.257648914107846,0.21100771325229256
2022-03-15,-0.01793931866551024,5121651.374201667,0.2579992551033716,0.2126906771412966
2022-03-16,0.019784217183952443,5222979.23732936,0.2620479241732618,0.21483109188640448
2022-03-17,0.014060792413834577,5296418.464167216,0.2627351489328137,0.21571828860006612
2022-03-21,-0.0010636998407082257,5290784.664690558,0.26012478138034156,0.21567774814819665
2022-03-22,0.01755589456668109,5383669.122438879,0.2641769701902179,0.2176091557210934
2022-03-23,-0.002091781870202459,5372407.660973392,0.25713727562370015,0.21760518936069012
2022-03-24,0.0015778485673983364,5380884.506704739,0.25702569290485927,0.21640190790152894
2022-03-25,-0.002417406966349219,5367876.719013112,0.25558051077458077,0.2163731368471474
2022-03-28,0.005744903025328894,5398714.650215763,0.254513041792169,0.2158326808608377
2022-03-29,0.003682875349101066,5418597.443317873,0.2529219734839935,0.2154734327628595
2022-03-30,0.009583904455917058,5470528.763499707,0.24086272262678904,0.21600939263068342
2022-03-31,-0.004478726002249419,5446027.764080567,0.22839715787738984,0.2115240628166927
2022-04-01,0.010844963024166517,5505089.7338106055,0.2294249563668139,0.2121858779765136
2022-04-04,0.028374597785063457,5661294.440778163,0.24122490035660044,0.21587117319625362
2022-04-05,-0.012790403627213714,5588884.199828109,0.24482860573487444,0.2128020349766856
2022-04-06,-0.014827367295242536,5506015.7610266805,0.25008044236455,0.20944249819976063
2022-04-07,-0.01601454089453494,5417839.446455765,0.25488577421596503,0.2112905293410815
2022-04-08,0.012756813197427427,5486953.812207854,0.2562861513045206,0.2120419616979342
2022-04-11,-0.010341897610291874,5430208.297689599,0.21545404871969104,0.21219365456113679
2022-04-12,-0.011315608102643683,5368762.18867722,0.2157126213377285,0.2121091114760264
2022-04-13,-0.002745292879593946,5354023.364068411,0.21558571446260238,0.21025488845779503
2022-04-18,-0.030629368371490814,5190033.010180791,0.23475062948544573,0.21491213674241683
2022-04-19,-0.012436309826462426,5125488.151656616,0.23839107493679668,0.21524481332119513
2022-04-20,0.014352846007024389,5199053.49380817,0.2409056802108095,0.214253937336234
2022-04-21,0.01666594781723457,5285700.648034989,0.23630129884661397,0.21548409944992894
2022-04-22,-0.01076455953149745,5228802.408743542,0.23945307120818152,0.21627404155263943
2022-04-25,-0.012540870433385105,5163228.675213717,0.22585728997741927,0.2164438841121141
2022-04-26,0.01620038089559244,5246874.946403224,0.22739937365214014,0.21753735974842212
2022-04-27,-0.004595257014514773,5222764.207501482,0.22778080965196346,0.21733030428802919
2022-04-28,0.011248966212536973,5281514.905607713,0.2208166004724111,0.21770062037686863
2022-04-29,-0.003768237322348866,5261612.904021861,0.21424733381660024,0.21695496253377786
2022-05-02,0.0013162576873049867,5268538.542454402,0.20672142343132954,0.2126601701020317
2022-05-04,-0.022593057289325487,5149506.14933371,0.21283530291345543,0.21571812991530137
2022-05-05,0.0019805189939197197,5159704.844071772,0.21299159505164045,0.21520259862103772
2022-05-06,-0.012935177010733151,5092963.148590567,0.2085066802446839,0.21596650981224946
2022-05-09,-0.010255827310544677,5040730.598039654,0.20995535533914728,0.21666566748721705
2022-05-10,-0.005537255273391172,5012818.785953916,0.20990346598524398,0.21684378798541162
2022-05-11,-0.008192029412893303,4971753.627017876,0.21060369978425106,0.2165548448765803
2022-05-12,-0.017391747931927548,4885286.141157134,0.21342093334215737,0.2183850936060731
2022-05-13,0.004235096859808559,4905975.801152816,0.21358248835004282,0.2184335582641081
2022-05-16,-0.0021740291756341045,4895310.066626155,0.21014853316943988,0.21822061123687223
2022-05-17,0.02689220917599599,5026955.768919224,0.22793955530560336,0.22154430909902656
2022-05-18,0.0011036339981297797,5032503.688212899,0.22468444819892852,0.2209039995936959
2022-05-19,-0.01984038688521103,4932656.868037502,0.20931290971005845,0.2232660030896159
2022-05-20,0.03318482157725599,5096346.206105153,0.23439557207646433,0.2287132472154145
2022-05-23,-0.007051814005598193,5060407.720551564,0.23204781088029944,0.2289168716797138
2022-05-24,-0.002157940980013267,5049487.65935581,0.22859164402070636,0.22826616112554302
2022-05-25,-0.0020007736448032928,5039384.777527211,0.22413412947996658,0.22821275595467716
2022-05-26,0.007559116796055648,5077478.075640804,0.22485923822526616,0.2279224956627412
2022-05-27,0.011360754346622065,5135162.056758518,0.22641734277745573,0.2287649411152684
2022-05-30,0.023106146227887887,5253815.862145883,0.23720612598094404,0.23181394350314943
2022-05-31,-0.006462294046558357,5219864.159178223,0.2202893738985879,0.23206214587660676
2022-06-01,-0.0017210001581563598,5210880.772134723,0.2170785802060349,0.23174596379419585
2022-06-02,0.014546154217643813,5286679.047455949,0.2171853823684275,0.23255477306850378
2022-06-03,0.0070286898063194984,5323837.474586085,0.21275972900398932,0.23160445153457412
2022-06-06,0.0008109732132713615,5328154.964169784,0.2101454235165314,0.23150267668679908
2022-06-07,-0.006695379923315374,5292480.942394368,0.20760966137963138,0.22614618029081301
2022-06-08,-0.009332311925321603,5243089.859381124,0.20442961292683354,0.22676830957436428
2022-06-09,0.01501487421138629,5321814.194098728,0.20841467566659197,0.22689097537061761
2022-06-10,-0.021262677058397156,5208658.177524812,0.2153144387321803,0.22991447616747068
2022-06-13,-0.022690170749975255,5090472.83409852,0.22468621721265655,0.23085168113385568
2022-06-14,-0.004208762776636369,5069048.241518887,0.22476078163205931,0.23015440582294777
2022-06-15,-0.009046659439605182,5023190.288394935,0.21684056737496202,0.22969900012338118
2022-06-16,-0.01587296562671644,4943457.361610786,0.22102911593065014,0.23041891429237724
2022-06-17,0.005691825602071473,4971594.658784351,0.21911739834467134,0.2306275471909029
2022-06-20,0.006285498035938359,5002843.607247623,0.218098996362577,0.22871356463228926
2022-06-21,0.017719115113145854,5091489.569017509,0.22346645494220146,0.23045348177087974
2022-06-22,-0.01589292032660458,5010570.930953375,0.22718726452915675,0.23107992207750336
2022-06-23,-0.0015835482797366715,5002636.449975166,0.2209903736597596,0.23037741323593253
2022-06-24,0.0069478595999827265,5037394.065659349,0.2214870480352228,0.23031747515126913
2022-06-27,0.007484295519464355,5075095.411494738,0.22206185241657836,0.22693574696446403
2022-06-28,0.004361224754130062,5097229.0432329215,0.20869445948019183,0.2215695039559683
2022-06-29,0.0049751428394005405,5122588.485808146,0.2090856029651378,0.22169811467615533
2022-06-30,0.0022158255968190285,5133939.24849697,0.19984771655893924,0.22171993670160903
2022-07-01,-0.012222342503878913,5071190.484607734,0.17939820281066948,0.22256221667198128
2022-07-04,0.006906219940386919,5106213.241454031,0.1792613794083679,0.22284704162294697
2022-07-05,-0.0028221799091034463,5091802.589032401,0.17935283689364573,0.22269632899301878
2022-07-06,0.0049621546592042536,5117068.900973317,0.17969817472463567,0.22281381377292503
2022-07-07,0.004588549029738721,5140548.822513985,0.1788989732919957,0.20897699812032083
2022-07-08,0.0037349654591870766,5159748.59480734,0.17621115102104012,0.20700410883661097
2022-07-11,0.0011008129275553022,5165428.512763439,0.16237299852697143,0.20651750476861414
2022-07-12,-0.010011275960854583,5113715.982466097,0.16382196371565994,0.2068664195030473
2022-07-13,-0.010858954682585898,5058186.372352883,0.1664687708489281,0.20771563827585196
2022-07-14,-0.0031091483956226414,5042459.720308522,0.15993512927609876,0.20772405762098883
2022-07-15,0.004751154370423415,5066417.22484635,0.1590100764640702,0.20532920797312118
2022-07-18,0.01016303851184482,5117907.4182195375,0.16251479268514105,0.20571241193885959
2022-07-19,0.0007749490766820983,5121873.5358478315,0.16179641497001374,0.19857748497063085
2022-07-20,0.019039338517417608,5219390.619940242,0.1698572699506166,0.19987902457263826
2022-07-21,0.0003936802159791341,5221445.390766779,0.16373026478933891,0.19975967251637666
2022-07-22,0.005403803221361907,5249661.054189569,0.1523052634548337,0.1964421442858036
2022-07-25,-0.009771466430434484,5198364.167427397,0.1394120930181669,0.19478108079889656
2022-07-26,-0.007598785390549351,5158862.913737195,0.1407964178357456,0.19237577711906775
2022-07-27,0.005943339286453467,5189523.786365836,0.1385346366840913,0.19116383434923997
2022-07-28,0.014271878885118158,5263588.041316289,0.133868345545068,0.19267379870112644
2022-07-29,0.014870899263722176,5341862.328844436,0.13855316829978348,0.1920330126278935
2022-08-01,0.01336040102452073,5413231.751775579,0.14174269560762245,0.19329627344846884
2022-08-02,-0.0016460775404663582,5404321.152567643,0.13481922752671266,0.19330446884983565
2022-08-03,0.005659647501250529,5434907.705274727,0.12396312303130234,0.19347650146560436
2022-08-04,0.0011093468651993676,5440936.9031002205,0.12339080953168652,0.1932564660303059
2022-08-05,-0.0025280529004873247,5427181.92678097,0.1237005788524892,0.19321531591794688
2022-08-08,0.012777906129014555,5496529.94798646,0.1264683032033214,0.19373288124305696
2022-08-10,-0.0007119713670414366,5492616.576045408,0.12674130221330981,0.19358184118365454
2022-08-11,0.004589006443368942,5517822.228903836,0.12668133908724794,0.19288665914679656
2022-08-12,0.0026935548240212227,5532684.785586591,0.1266792256241072,0.1869217325507587
2022-08-16,0.006903207944178261,5570878.059151086,0.11923786427592833,0.18606472371065524
2022-08-17,0.005620786636176123,5602190.77609773,0.11894520497890645,0.18458107050374234
2022-08-18,-0.0006904613829584591,5598322.679706868,0.11817749901911567,0.18252524187379454
2022-08-19,-0.009117320019385873,5547280.980264194,0.12328073160730399,0.18201154144229145
2022-08-22,-0.006943063004384185,5508765.858915198,0.12625921400949133,0.18154311873600498
2022-08-23,4.5337862881072804e-05,5509015.614586353,0.12635758194597801,0.18049064735259152
2022-08-24,-0.0011744499174976453,5502545.5516523095,0.12670370302957468,0.18043349012134718
2022-08-25,-0.006281178594016977,5467983.0803206675,0.12402804418191672,0.1730381902669928
2022-08-26,-0.0008408999553074708,5463385.053592804,0.11807233743198824,0.17163957826889753
2022-08-29,-0.01603474032399648,5375781.092968441,0.1289443760729036,0.17235963807518737
2022-08-30,0.022782498499877214,5498254.817654662,0.142011629939294,0.17428420518413348
2022-09-01,-0.017939600621742435,5399618.322109365,0.1522822912118117,0.1760020824295235
2022-09-02,0.00010078319908325955,5400162.5129176965,0.15233548366196492,0.17463248185326677
2022-09-05,0.011072797624413063,5459957.419562177,0.1461290536550985,0.17353939813663666
2022-09-06,0.00042058318912603556,5462253.785866188,0.14612723411912573,0.1733251287993682
2022-09-07,-0.003343619703135344,5443990.08648424,0.14631907527928034,0.17249435827797302
2022-09-08,0.008213898408080733,5488706.467989222,0.14380677162211106,0.17284042817900164
2022-09-09,0.004023423902906909,5510789.86078857,0.14108835872527864,0.17293471809739613
2022-09-12,0.006500342746310201,5546611.883686586,0.1412245662886224,0.16870731031326697
2022-09-13,0.009473664553442486,5599158.624080772,0.13833295357447284,0.1693103822693885
2022-09-14,-0.010641140546110912,5539577.19022196,0.1376240885941881,0.16881992806939705
2022-09-15,-0.011828096610605607,5474054.536034106,0.1377234958277104,0.16913669131522252
2022-09-16,-0.023377230740174445,5346086.300060939,0.1539827909991569,0.17365495054764138
2022-09-19,0.006687553717782296,5381838.539372497,0.15435775700513238,0.1732640465798837
2022-09-20,0.0033900480764875425,5400083.230760864,0.15467750060660382,0.17050612123316897
2022-09-21,0.001099746981756542,5406021.955995128,0.15456140905003748,0.17042726972601907
2022-09-22,-0.008536059755467458,5359875.829539384,0.15146215509220481,0.17110825479733124
2022-09-23,-0.01333093089957663,5288423.695225483,0.15575695810715287,0.1671085682741201
2022-09-26,-0.016264137054408642,5202412.047444553,0.1606530787572263,0.1694760454089953
2022-09-27,0.0033237547284389844,5219703.589086535,0.16082031374812594,0.16603059350939917
2022-09-28,-0.01820629706425826,5124672.11495625,0.16529446393488487,0.15969407246914788
2022-09-29,0.0024451220269433235,5137202.563625392,0.1641532223420252,0.15927798912207336
2022-09-30,0.017161908383983217,5225366.763372294,0.17403435838555492,0.16172426755825553
2022-10-03,-0.00990285944431665,5173620.690769614,0.17431887169704277,0.16259900764035592
2022-10-04,0.024122404011518682,5298420.8592747105,0.1896498937605556,0.1669830613098108
2022-10-06,0.004085363011008505,5320066.831869948,0.19024611397906507,0.1660880664819207
2022-10-07,-0.0017873130774057697,5310558.2068486735,0.19025667888454487,0.16163584732203823
2022-10-10,-0.008005662688592683,5268043.669156505,0.19072874996131473,0.1618356842989175
2022-10-11,-0.01605876105943036,5183445.414622876,0.19553877068826891,0.16406885266981766
2022-10-12,0.0069643666341831605,5219544.828918586,0.19219864788704866,0.16264917458749034
2022-10-13,-0.004401672298971884,5196570.103031892,0.17875561138950738,0.1623569959234483
2022-10-14,0.01812791977367257,5290773.10895792,0.1810395334644266,0.16522789980737423
2022-10-17,0.00909471901513473,5338891.203756723,0.18321240060558197,0.16553515648546593
2022-10-18,0.011311025141955502,5399279.53639258,0.1833423359924244,0.165790549044854
2022-10-19,0.008720274547891415,5446362.736310734,0.18519753824212354,0.16454720523252597
2022-10-20,0.002948937064845152,5462423.717252433,0.18511752436535478,0.16049709214952315
2022-10-21,-0.00774920674461225,5420094.266540771,0.1848776432949898,0.1562547621935746
2022-10-24,0.009159091431108664,5469737.405493245,0.18652604241212917,0.15665529710902693
2022-10-25,-0.006308813061956405,5435229.854703998,0.18623240226088017,0.15622980211161866
2022-10-27,0.0038202686353548507,5455993.892843868,0.18428319422997702,0.15368933411710664
2022-10-28,0.008979927026751789,5504988.3198600095,0.18395003221225784,0.1540629196374876
2022-10-31,0.015448509369139794,5590032.183496372,0.1858720277566838,0.15567728137491454
2022-11-01,0.006292562296321467,5625207.809249465,0.17173812389057602,0.15341888702653958
2022-11-02,0.0018308992991155652,5635506.998284799,0.17110151909298274,0.15068480306654897
2022-11-03,-0.003816224649435542,5614000.637565878,0.17171726897676554,0.15085415143556727
2022-11-04,0.0001872167158524173,5615051.672328036,0.17174929532173483,0.150564741454551
2022-11-07,0.0028788250202904132,5631216.423572558,0.16922379133265028,0.15022175288801873
2022-11-09,0.0036350972695397008,5651686.443018075,0.1631622219941626,0.15018339965278163
2022-11-10,-0.004372295233494484,5626975.601322061,0.15485396100734017,0.15033115820654172
2022-11-11,0.033912473157263416,5817800.260358472,0.1794155690825616,0.16004665529574144
2022-11-14,-0.0030303507848296147,5800170.284773513,0.16837771094256776,0.1585569638219626
2022-11-15,-0.0004426910359111453,5797602.601381685,0.16884509726791408,0.15832977465504983
2022-11-16,0.0013016033559858768,5805148.780384316,0.16437608741368365,0.15816418476810093
2022-11-17,-0.004125680489523502,5781198.591322303,0.16108274498495068,0.1583329844955921
2022-11-18,-0.0013727276663044097,5773262.5800715955,0.14961347662817695,0.1583079114812559
2022-11-21,-0.014158232539758694,5691523.385949855,0.157500882221837,0.16035942665131966
2022-11-22,0.005330811959025431,5721863.826880748,0.15724683937197406,0.1605125786049288
2022-11-23,-0.0007510486560646174,5717566.428743386,0.15440034812248382,0.15942745671390973
2022-11-24,0.014536230597631719,5800678.292808877,0.14726214375494998,0.15961085423544805
2022-11-25,0.004029267198088688,5824050.775580757,0.1469592021325118,0.15946484679159076
2022-11-28,0.0060507785148180265,5859290.816882851,0.14506176848033084,0.1595511644055084
2022-11-29,0.0020391850334361013,5871238.995023187,0.13885461642161717,0.15890402778550172
2022-11-30,0.003808956436377042,5893602.288582788,0.1378496001578467,0.15894179877034903
2022-12-01,0.0038673969991230945,5916395.188387679,0.13578037135803236,0.15623553199675674
2022-12-02,-0.0061476159726733615,5880023.462826899,0.13725128484923782,0.156742346523543
2022-12-05,-0.0035517903438764386,5859138.852269863,0.13839312020933517,0.15680591987533182
2022-12-06,-0.002840884737521031,5842493.714129433,0.13598273943352915,0.1558501462628954
2022-12-07,-0.004446652730890304,5816514.17350029,0.1359450958250805,0.15542656249911752
2022-12-08,0.0026681919605256142,5832033.749856307,0.1335973839404144,0.1552508925967769
2022-12-09,-0.008417993991310272,5782939.724792899,0.13711741594213603,0.15454245276374443
2022-12-12,0.00039782504546551816,5785240.323051838,0.13555604450741748,0.152776426392458
2022-12-13,0.007092405430277388,5826271.592934511,0.1302463507895703,0.15168880876114835
2022-12-14,0.0022022669816317043,5839102.59848965,0.12945179253306985,0.15164529553494177
2022-12-15,-0.01855352838943553,5730766.642659745,0.14160428314077936,0.1548739730604686
2022-12-16,-0.004793047095605107,5703298.808247553,0.14189682767591041,0.1551376047165018
2022-12-19,0.005592729251568835,5735195.814322877,0.14263489644010624,0.15527341472334674
2022-12-20,0.0006110533804000425,5738700.325112475,0.14249140447083025,0.15391378215801962
2022-12-21,-0.009441114617704673,5684520.597586429,0.14514146509708586,0.154803038594494
2022-12-22,-0.0012907958036952048,5677183.042253045,0.1445654345850585,0.15466820317178334
2022-12-23,-0.01854286372679011,5571911.810748504,0.11576970036912869,0.15781244591107102
2022-12-26,0.013359447710291576,5646349.475230554,0.12328128429963853,0.15896294086364204
2022-12-27,0.004035565419488153,5669135.68791914,0.12409553994052411,0.15883192877125632
2022-12-28,-0.00032331814388742266,5667302.753491076,0.1239551390821078,0.15882741051482485
2022-12-29,0.0034586805381403756,5686904.143228325,0.12412052561260745,0.1581343289289275
2022-12-30,-0.00512004012742855,5657786.965814156,0.1248178748178436,0.15792636421175907
2023-01-02,0.006730355955343608,5695865.886013589,0.11974294842878845,0.15828614927534299
2023-01-03,-0.001583216080333987,5686848.099551427,0.11876758788358244,0.15829928353198325
2023-01-04,-0.016121131247624453,5595169.674953254,0.1274494843299183,0.16032128363845272
2023-01-05,-0.00201266671918731,5583908.46316027,0.1190156045656737,0.1603570018359678
2023-01-06,-0.0013449128927699957,5576398.592676118,0.11796203504763444,0.15798839820646043
2023-01-09,0.015231992922506092,5661338.256572833,0.1257587663584021,0.15545202098494312
2023-01-10,-0.01449313736354925,5579287.703558806,0.13116788082413433,0.15440595074829014
2023-01-11,-0.0005029770124740083,5576481.450097938,0.1301957678313228,0.15441268452169893
2023-01-12,-0.004910413233964792,5549098.621786418,0.12935285270351998,0.1535998098470364
2023-01-13,0.002676860221322889,5563952.7831512755,0.12948288958261897,0.15365428661589126
2023-01-16,-0.0017002083353371356,5554492.90425194,0.12937733836796306,0.15357000495685663
2023-01-17,0.01189058441399564,5620539.071006887,0.13520772622420607,0.15423036481559738
2023-01-18,0.006590700730238155,5657582.361966505,0.13671948046271662,0.15446501755942404
2023-01-19,-0.0013901290822558336,5649717.592189876,0.13630776616498178,0.1541377791943318
2023-01-20,-0.001586835022968601,5640752.422444708,0.13451310697499683,0.1533732239391173
2023-01-23,0.0054186669598236484,5671317.781224755,0.13568192691135886,0.15253223269732008
2023-01-24,0.003102937613821842,5688915.526488055,0.13419403417035192,0.15120932754567387
2023-01-25,-0.013401286964118922,5612676.737002957,0.13874369515438476,0.14763320735883215
2023-01-27,-0.01181838764744714,5546343.9475852465,0.13269890342624427,0.14871041923476055
2023-01-30,0.005107813063650023,5574673.635656218,0.13337681262082576,0.1488366617542858
2023-01-31,0.0003165239057775272,5576438.153128811,0.13207505818438917,0.14883196040191463
2023-02-01,0.009324328770181608,5628434.6958351685,0.13531682249662844,0.1488002373618509
2023-02-02,0.0069112468615623686,5667334.197462268,0.13434072535335,0.14728686784378267
